X,Y,Z
-2621.765,39.98,-380807.625
-2653.165,30.13,-380807.625
-2796.235,11.98,-380807.625
-2873.415,-2.02000000000001,-380807.625
-2850.835,-8.65000000000001,-380807.625
-2852.165,-17.09,-380807.625
3766.356,4546.19,-380974.40625
3715.406,4563.73,-380974.40625
3696.266,4566.91,-380974.40625
3971.646,5357.83,-380974.40625
3949.356,5359.86,-380974.40625
3956.406,5495.11,-380974.40625
3892.026,5440.86,-380974.40625
3890.006,5502.09,-380974.40625
3834.446,5458.53,-380974.40625
3836.826,5493.93,-380974.40625
3783.956,5453.22,-380974.40625
3733.676,5415.49,-380974.40625
3720.856,5429.6,-380974.40625
3713.196,5451.01,-380974.40625
3710.056,5478.96,-380974.40625
3668.886,5452.9,-380974.40625
3639.346,5443.05,-380974.40625
3637.206,5472.53,-380974.40625
3702.396,5600.08,-380974.40625
3691.226,5617.45,-380974.40625
3677.186,5630.65,-380974.40625
3668.126,5651.28,-380974.40625
3649.506,5657.79,-380974.40625
3632.546,5666.73,-380974.40625
3606.176,5661.45,-380974.40625
3585.366,5664.41,-380974.40625
3560.186,5660.61,-380974.40625
3536.146,5658.38,-380974.40625
3519.756,5667.81,-380974.40625
3495.226,5664.57,-380974.40625
3475.056,5667.99,-380974.40625
3451.686,5666.26,-380974.40625
3426.216,5661.06,-380974.40625
3410.886,5671.86,-380974.40625
3387.606,5669.88,-380974.40625
3365.936,5670.37,-380974.40625
3347.956,5676.74,-380974.40625
3323.206,5671.95,-380974.40625
3302.656,5673.91,-380974.40625
3283.666,5678.36,-380974.40625
3264.676,5682.75,-380974.40625
3241.606,5680.2,-380974.40625
3218.066,5676.7,-380974.40625
3196.096,5675.69,-380974.40625
3177.686,5680.66,-380974.40625
3154.256,5676.9,-380974.40625
3136.366,5682.6,-380974.40625
3119.946,5690.84,-380974.40625
3097.596,5688.6,-380974.40625
3076.756,5688.88,-380974.40625
3059.836,5696.07,-380974.40625
3040.476,5698.84,-380974.40625
3023.066,5705.05,-380974.40625
3006.596,5712.95,-380974.40625
2990.106,5720.81,-380974.40625
2980.726,5741.81,-380974.40625
2964.166,5749.59,-380974.40625
2952.276,5766.15,-380974.40625
2947.336,5795.94,-380974.40625
2936.666,5815.12,-380974.40625
2934.686,5851.14,-380974.40625
2927.006,5876.54,-380974.40625
2897.726,5860.14,-380974.40625
3122.636,6341.54,-380974.40625
2842.686,5833.22,-380974.40625
3097.716,6381.07,-380974.40625
3072.166,6374.86,-380974.40625
2737.136,5744.05,-380974.40625
2731.636,5773.54,-380974.40625
2712.376,5775.18,-380974.40625
2687.466,5765.07,-380974.40625
2666.966,5763.86,-380974.40625
2646.076,5761.68,-380974.40625
2623.926,5756.72,-380974.40625
2602.686,5753.48,-380974.40625
2581.906,5751.07,-380974.40625
2558.216,5742.24,-380974.40625
2538.366,5741.49,-380974.40625
2521.446,5747.04,-380974.40625
2491.726,5724.31,-380974.40625
2478.146,5737.01,-380974.40625
2459.216,5737.82,-380974.40625
2434.636,5725.75,-380974.40625
2414.176,5722.75,-380974.40625
2392.946,5717.84,-380974.40625
2376.136,5722.96,-380974.40625
2362.856,5736.29,-380974.40625
2342.086,5732.11,-380974.40625
2324.476,5735.22,-380974.40625
2305.316,5734.59,-380974.40625
2281.586,5722.81,-380974.40625
2265.166,5728.51,-380974.40625
2244.586,5723.98,-380974.40625
2227.796,5728.64,-380974.40625
2209.886,5730.47,-380974.40625
2190.126,5727.6,-380974.40625
2175.186,5736.75,-380974.40625
1751.076,4700.03,-380974.40625
1740.196,4710.71,-380974.40625
1728.536,4719.5,-380974.40625
1717.566,4730.13,-380974.40625
1710.076,4750.08,-380974.40625
1700.736,4765.35,-380974.40625
1684.356,4761.85,-380974.40625
1659.376,4734.83,-380974.40625
1643.476,4732.13,-380974.40625
1615.376,4695.53,-380974.40625
1596.266,4683.27,-380974.40625
1573.906,4661.52,-380974.40625
1558.306,4658.54,-380974.40625
1544.056,4659.29,-380974.40625
1528.186,4655.26,-380974.40625
1515.906,4661.59,-380974.40625
1506.166,4675.47,-380974.40625
1497.316,4692.17,-380974.40625
1479.246,4681.33,-380974.40625
1467.486,4689.42,-380974.40625
1456.326,4699.39,-380974.40625
1448.486,4719.8,-380974.40625
1458.776,4797.36,-380974.40625
1435.496,4770.13,-380974.40625
1400.456,4704.62,-380974.40625
1386.796,4706.77,-380974.40625
1376.946,4721.32,-380974.40625
1363.246,4723.4,-380974.40625
1345.526,4712.03,-380974.40625
1329.876,4707.31,-380974.40625
1314.546,4703.5,-380974.40625
1299.246,4699.63,-380974.40625
1283.986,4695.71,-380974.40625
1268.756,4691.74,-380974.40625
1253.026,4685.8,-380974.40625
1242.956,4700.03,-380974.40625
1228.576,4698.82,-380974.40625
1213.686,4695.63,-380974.40625
1199.606,4695.29,-380974.40625
1190.416,4713.27,-380974.40625
1176.816,4714.79,-380974.40625
1164.976,4723.04,-380974.40625
1149.866,4718.67,-380974.40625
1139.456,4732.67,-380974.40625
1128.976,4746.65,-380974.40625
1120.576,4769.34,-380974.40625
1109.696,4782.31,-380974.40625
1098.506,4794.28,-380974.40625
1088.186,4810.11,-380974.40625
1080.056,4835.66,-380974.40625
1067.736,4843.67,-380974.40625
1055.826,4853.59,-380974.40625
1044.086,4864.46,-380974.40625
1035.976,4891.89,-380974.40625
1024.286,4903.68,-380974.40625
1011.706,4911.54,-380974.40625
997.406,4911.54,-380974.40625
985.386,4922.26,-380974.40625
970.876,4921.2,-380974.40625
959.376,4934.8,-380974.40625
945.246,4935.62,-380974.40625
929.956,4930.51,-380974.40625
915.656,4930.26,-380974.40625
903.626,4941.75,-380974.40625
886.536,4926.68,-380974.40625
873.186,4931.22,-380974.40625
858.916,4930.8,-380974.40625
846.076,4938.21,-380974.40625
831.286,4934.75,-380974.40625
815.666,4926.32,-380974.40625
802.806,4933.62,-380974.40625
788.076,4930.02,-380974.40625
773.216,4925.4,-380974.40625
758.706,4922.7,-380974.40625
743.596,4916.01,-380974.40625
729.606,4916.19,-380974.40625
716.836,4924.24,-380974.40625
701.946,4918.4,-380974.40625
687.386,4914.5,-380974.40625
673.426,4914.51,-380974.40625
659.466,4914.48,-380974.40625
644.286,4905.49,-380974.40625
630.906,4909.33,-380974.40625
616.586,4906.2,-380974.40625
602.426,4904.02,-380974.40625
588.906,4906.75,-380974.40625
574.396,4901.51,-380974.40625
559.926,4896.22,-380974.40625
545.596,4891.88,-380974.40625
532.786,4900.41,-380974.40625
519.376,4903.94,-380974.40625
504.756,4896.5,-380974.40625
490.716,4893.98,-380974.40625
476.486,4889.43,-380974.40625
463.376,4895.78,-380974.40625
449.566,4895.13,-380974.40625
435.106,4887.46,-380974.40625
420.786,4880.75,-380974.40625
406.686,4875.99,-380974.40625
393.456,4881.15,-380974.40625
379.226,4874.31,-380974.40625
365.826,4877.4,-380974.40625
351.956,4874.47,-380974.40625
338.986,4883.46,-380974.40625
323.856,4862.49,-380974.40625
310.806,4870.41,-380974.40625
297.326,4872.3,-380974.40625
283.036,4861.18,-380974.40625
266.406,4809.08,-380974.40625
249.586,4747.94,-380974.40625
237.446,4768.63,-380974.40625
229.046,4866.19,-380974.40625
213.296,4819.9,-380974.40625
197.166,4758.57,-380974.40625
183.576,4750.15,-380974.40625
-2319.254,6886.5,-380974.40625
-2339.314,6881.62,-380974.40625
-2562.454,4835.72,-380974.40625
-2577.344,4830.87,-380974.40625
-3966.194,1290.12,-380974.40625
-3995.384,1285.58,-380974.40625
-3986.874,1270.88,-380974.40625
-3966.874,1228.64,-380974.40625
-3922.304,1205.1,-380974.40625
-3920.314,1192.49,-380974.40625
-3873.624,1168.88,-380974.40625
-3821.004,1144.14,-380974.40625
-3830.494,1134.66,-380974.40625
-3884.724,1135.76,-380974.40625
-3953.594,1139.96,-380974.40625
-3816.564,1084.5,-380974.40625
-3771.274,1062.65,-380974.40625
-3798.124,1057.1,-380974.40625
-2913.554,851.92,-380974.40625
-2932.994,847.25,-380974.40625
-2945.584,841.01,-380974.40625
-3057.004,855.44,-380974.40625
-3084.314,851.82,-380974.40625
-3537.884,934.85,-380974.40625
-3566.434,929.88,-380974.40625
-3644.034,934.44,-380974.40625
-3790.414,951.92,-380974.40625
-3866.194,955.01,-380974.40625
-3954.814,960.08,-380974.40625
-3942.214,945.84,-380974.40625
-3952.194,935.81,-380974.40625
-3966.084,926.44,-380974.40625
-3988.814,918.56,-380974.40625
-3999.714,908.5,-380974.40625
-3987.904,882.59,-380974.40625
-3987.854,870.67,-380974.40625
-3930.514,849.51,-380974.40625
-3360.494,747.39,-380974.40625
-3281.984,725.16,-380974.40625
-3118.374,690.43,-380974.40625
-3102.924,678.85,-380974.40625
-3046.874,661.41,-380974.40625
-3255.044,682.28,-380974.40625
-3325.704,682.58,-380974.40625
-3366.674,678.37,-380974.40625
-3679.624,699.7,-380974.40625
-3695.904,690.92,-380974.40625
-3071.214,601.34,-380974.40625
-2462.914,517.46,-380974.40625
-2630.584,530.33,-380974.40625
-2434.834,499.66,-380974.40625
-3151.014,574.23,-380974.40625
-3096.384,558.88,-380974.40625
-3100.354,550.2,-380974.40625
-3004.854,531.03,-380974.40625
-2967.954,518.43,-380974.40625
-2957.884,508.71,-380974.40625
-2929.854,497.33,-380974.40625
-2887.854,484.81,-380974.40625
-2845.804,472.54,-380974.40625
-2793.744,459.64,-380974.40625
-2827.324,454.31,-380974.40625
-2908.734,452.69,-380974.40625
-2929.354,445.81,-380974.40625
-2859.214,431.92,-380974.40625
-2870.804,424.41,-380974.40625
-3486.894,459.22,-380974.40625
-3038.604,418.92,-380974.40625
-2976.314,406.05,-380974.40625
-2944.914,395.44,-380974.40625
-2864.564,382.16,-380974.40625
-3476.094,407.75,-380974.40625
-3486.634,398.17,-380974.40625
-3392.264,383.32,-380974.40625
-3345.794,371.26,-380974.40625
-3355.224,361.93,-380974.40625
-3364.634,352.55,-380974.40625
-3345.034,342.01,-380974.40625
-3329.394,331.73,-380974.40625
-3314.734,321.57,-380974.40625
-3302.034,311.55,-380974.40625
-3348.284,303.17,-380974.40625
-3310.534,292.54,-380974.40625
-3291.754,282.53,-380974.40625
-2773.014,263.82,-380974.40625
-2819.144,256.44,-380974.40625
-2801.254,248.03,-380974.40625
-2807.334,239.94,-380974.40625
-2820.394,231.86,-380974.40625
-2870.434,223.82,-380974.40625
-2882.444,215.48,-380974.40625
-2858.434,207.17,-380974.40625
-2870.394,198.8,-380974.40625
-2881.334,190.36,-380974.40625
-2927.254,181.46,-380974.40625
-2965.134,172.41,-380974.40625
-3070.984,161.96,-380974.40625
-3144.804,151.54,-380974.40625
-3104.614,143.32,-380974.40625
-2590.564,147.67,-380974.40625
-2575.364,140.58,-380974.40625
-2618.114,131.73,-380974.40625
-2717.804,120.65,-380974.40625
-2787.474,110.12,-380974.40625
-2891.064,97.8,-380974.40625
-2876.724,90.01,-380974.40625
-2828.404,83.87,-380974.40625
-2728.134,80.58,-380974.40625
-2812.614,68.22,-380974.40625
-2875.074,56.58,-380974.40625
-2943.484,44.22,-380974.40625
-2900.054,38.29,-380974.40625
-2794.744,36.56,-380974.40625
-2714.394,33.77,-380974.40625
-2713.854,25.89,-380974.40625
-2694.344,19.38,-380974.40625
-2677.804,12.76,-380974.40625
-2694.154,3.65000000000001,-380974.40625
-2702.504,-4.91,-380974.40625
3765.769,4520.15,-381105.375
3757.819,4536.38,-381105.375
3737.509,4589.57,-381105.375
3825.379,5414.33,-381105.375
3813.189,5429.48,-381105.375
3792.119,5432.47,-381105.375
3776.339,5442.68,-381105.375
3752.939,5442.29,-381105.375
1727.409,5807.27,-381105.375
1711.719,5814.19,-381105.375
1693.389,5812.46,-381105.375
1670.489,5795.34,-381105.375
1653.959,5799.23,-381105.375
1630.659,5780.04,-381105.375
1613.069,5779.97,-381105.375
1595.489,5779.85,-381105.375
1574.649,5768.12,-381105.375
1555.239,5761.14,-381105.375
1538.829,5764.69,-381105.375
1520.549,5761.44,-381105.375
1503.619,5762.95,-381105.375
1487.219,5766.35,-381105.375
1470.289,5767.76,-381105.375
1453.619,5770.09,-381105.375
1434.189,5761.72,-381105.375
1419.779,5772.66,-381105.375
1401.639,5769.02,-381105.375
1384.269,5768.24,-381105.375
1365.709,5762.54,-381105.375
1349.799,5767.47,-381105.375
1334.569,5775.28,-381105.375
1316.079,5769.42,-381105.375
1303.339,5787.84,-381105.375
1283.289,5775.05,-381105.375
1265.549,5771.95,-381105.375
1246.519,5762.93,-381105.375
1233.189,5779.24,-381105.375
1214.209,5770.11,-381105.375
1196.989,5768.75,-381105.375
1179.369,5765.37,-381105.375
1163.009,5767.81,-381105.375
1144.409,5759.43,-381105.375
1130.279,5772.54,-381105.375
1113.509,5772.88,-381105.375
1096.949,5774.14,-381105.375
1080.579,5776.34,-381105.375
1062.699,5770.63,-381105.375
1046.899,5775.67,-381105.375
1029.069,5769.86,-381105.375
1013.979,5778.74,-381105.375
994.249,5761.99,-381105.375
976.719,5756.99,-381105.375
959.219,5751.94,-381105.375
942.929,5753.73,-381105.375
926.479,5754.49,-381105.375
909.229,5750.26,-381105.375
892.959,5751.91,-381105.375
876.529,5752.52,-381105.375
861.339,5760.98,-381105.375
844.899,5761.5,-381105.375
827.869,5758.01,-381105.375
812.459,5765.35,-381105.375
794.739,5756.81,-381105.375
776.939,5747.23,-381105.375
760.569,5747.5,-381105.375
743.129,5739.79,-381105.375
717.489,5669.56,-381105.375
690.979,5589.32,-381105.375
670.199,5550.64,-381105.375
652.469,5534.72,-381105.375
634.479,5515.75,-381105.375
623.019,5551.35,-381105.375
582.139,5331.6,-381105.375
551.069,5188.18,-381105.375
562.819,5431.35,-381105.375
569.279,5637.84,-381105.375
571.369,5813.57,-381105.375
556.069,5825.17,-381105.375
539.459,5823.79,-381105.375
524.259,5837.29,-381105.375
495.399,5701.37,-381105.375
414.399,4963.65,-381105.375
397.529,4928.98,-381105.375
382.019,4908.2,-381105.375
367.569,4899.33,-381105.375
356.679,4936.29,-381105.375
338.839,4881.46,-381105.375
323.159,4852.51,-381105.375
309.329,4848.46,-381105.375
296.999,4867.31,-381105.375
279.219,4799.29,-381105.375
261.539,4726.22,-381105.375
249.919,4753.93,-381105.375
237.819,4775.62,-381105.375
262.289,5531.36,-381105.375
249.689,5593.05,-381105.375
197.649,4769.56,-381105.375
216.829,5556.46,-381105.375
200.249,5530.1,-381105.375
186.979,5592.63,-381105.375
169.579,5539.19,-381105.375
154.469,5552.66,-381105.375
139.339,5568.1,-381105.375
123.719,5566.49,-381105.375
108.169,5567.84,-381105.375
92.619,5569.14,-381105.375
78.209,5647.39,-381105.375
64.559,5825.59,-381105.375
48.319,5834.76,-381105.375
31.929,5828.89,-381105.375
15.579,5823.97,-381105.375
-0.731,5833,-381105.375
-17.091,5836.98,-381105.375
-33.451,5837.92,-381105.375
-49.871,5844.81,-381105.375
-66.161,5836.65,-381105.375
-82.601,5842.44,-381105.375
-98.991,5843.19,-381105.375
-115.201,5834.89,-381105.375
-131.691,5840.54,-381105.375
-148.131,5843.14,-381105.375
-164.571,5844.69,-381105.375
-181.041,5847.2,-381105.375
-197.841,5858.65,-381105.375
-214.031,5852.07,-381105.375
-230.111,5843.44,-381105.375
-246.921,5852.74,-381105.375
-263.321,5852.01,-381105.375
-279.671,5850.23,-381105.375
-296.271,5853.4,-381105.375
-312.731,5853.52,-381105.375
-329.131,5852.6,-381105.375
-345.411,5849.63,-381105.375
-362.121,5853.6,-381105.375
-378.791,5856.53,-381105.375
-394.721,5848.43,-381105.375
-411.181,5848.26,-381105.375
-427.941,5852.04,-381105.375
-444.421,5851.78,-381105.375
-461.951,5864.42,-381105.375
-477.631,5854.1,-381105.375
-494.561,5858.67,-381105.375
-511.151,5859.21,-381105.375
-528.311,5865.68,-381105.375
-544.561,5862.13,-381105.375
-560.501,5855.56,-381105.375
-577.411,5858.89,-381105.375
-594.771,5866.15,-381105.375
-611.211,5864.4,-381105.375
-627.641,5862.61,-381105.375
-644.291,5862.76,-381105.375
-661.531,5867.82,-381105.375
-678.331,5868.86,-381105.375
-695.391,5871.84,-381105.375
-711.591,5867.82,-381105.375
-728.801,5871.68,-381105.375
-745.521,5871.53,-381105.375
-762.371,5872.32,-381105.375
-779.371,5874.05,-381105.375
-796.521,5876.72,-381105.375
-812.571,5871.42,-381105.375
-830.321,5877.95,-381105.375
-848.271,5885.41,-381105.375
-864.611,5881.94,-381105.375
-880.641,5876.45,-381105.375
-898.661,5883.75,-381105.375
-914.361,5876.18,-381105.375
-931.961,5880.42,-381105.375
-949.591,5884.59,-381105.375
-967.251,5888.72,-381105.375
-983.421,5883.92,-381105.375
-1000.081,5882.03,-381105.375
-1014.101,5865.32,-381105.375
-1033.581,5879.09,-381105.375
-1051.141,5881.96,-381105.375
-1066.331,5872.01,-381105.375
-1085.601,5883.63,-381105.375
-1103.991,5890.28,-381105.375
-1120.111,5885.09,-381105.375
-1138.171,5889.66,-381105.375
-1155.271,5889.27,-381105.375
-1171.381,5883.94,-381105.375
-1190.121,5891.28,-381105.375
-1211.191,5909.33,-381105.375
-1223.121,5884.28,-381105.375
-1981.181,6021.42,-381105.375
-1997.091,6012.8,-381105.375
-1999.191,5964.47,-381105.375
-2002.691,5920.89,-381105.375
-2023.611,5927.3,-381105.375
-2041.231,5924.22,-381105.375
-2059.531,5922.98,-381105.375
-2067.931,5894.41,-381105.375
-2074.111,5860.22,-381105.375
-2087.751,5846.67,-381105.375
-2117.771,5877.11,-381105.375
-2115.291,4853.91,-381105.375
-2109.181,4805.03,-381105.375
-2120.851,4795.25,-381105.375
-2117.701,4753.72,-381105.375
-2115.601,4714.96,-381105.375
-2117.571,4685.29,-381105.375
-2121.961,4661.06,-381105.375
-2122.341,4628.74,-381105.375
-2126.031,4603.65,-381105.375
-2126.961,4573.18,-381105.375
-2129.941,4547.24,-381105.375
-2127.911,4511.45,-381105.375
-2126.131,4476.61,-381105.375
-2130.901,4455.22,-381105.375
-2123.831,4410.64,-381105.375
-2126.501,4385.73,-381105.375
-2134.521,4371.53,-381105.375
-2140.181,4352.87,-381105.375
-2137.441,4318.25,-381105.375
-2134.061,4282.79,-381105.375
-2136.561,4258.88,-381105.375
-2149.251,4254.43,-381105.375
-2153.451,4234.06,-381105.375
-2155.651,4210.18,-381105.375
-2155.821,4182.8,-381105.375
-2150.101,4144.93,-381105.375
-2144.651,4108,-381105.375
-2148.701,4088.63,-381105.375
-2141.461,4049.19,-381105.375
-2143.301,4026.38,-381105.375
-2149.461,4011.43,-381105.375
-2150.611,3987.79,-381105.375
-2145.661,3953.76,-381105.375
-2150.541,3937.12,-381105.375
-2152.821,3916.16,-381105.375
-2150.461,3887.44,-381105.375
-2152.511,3866.53,-381105.375
-2154.461,3845.64,-381105.375
-2153.741,3820.47,-381105.375
-2152.901,3795.33,-381105.375
-2156.591,3777.94,-381105.375
-2153.431,3749.45,-381105.375
-2161.091,3738.91,-381105.375
-2152.971,3702.82,-381105.375
-2159.951,3691.46,-381105.375
-2157.351,3664.81,-381105.375
-2156.731,3641.59,-381105.375
-2161.351,3626.86,-381105.375
-2158.381,3600.32,-381105.375
-2162.281,3584.78,-381105.375
-2163.951,3565.88,-381105.375
-2162.261,3541.96,-381105.375
-2164.271,3523.94,-381105.375
-2167.301,3507.61,-381105.375
-2164.741,3482.95,-381105.375
-2160.381,3455.84,-381105.375
-2167.021,3445.4,-381105.375
-2167.471,3425.82,-381105.375
-2170.071,3409.58,-381105.375
-2169.771,3389.22,-381105.375
-2168.241,3367.24,-381105.375
-2168.301,3347.77,-381105.375
-2168.281,3328.32,-381105.375
-2175.611,3319.55,-381105.375
-2173.691,3297.68,-381105.375
-2173.981,3279.11,-381105.375
-2170.121,3254.87,-381105.375
-2174.871,3242.86,-381105.375
-2172.551,3221.13,-381105.375
-2172.481,3202.66,-381105.375
-2171.731,3183.42,-381105.375
-2175.021,3169.85,-381105.375
-2171.721,3147.43,-381105.375
-2171.291,3129.08,-381105.375
-2173.171,3113.95,-381105.375
-2177.381,3102.04,-381105.375
-2176.111,3082.94,-381105.375
-2179.601,3070.25,-381105.375
-2180.591,3054.38,-381105.375
-2180.291,3036.95,-381105.375
-2179.301,3018.76,-381105.375
-2180.061,3002.95,-381105.375
-2178.901,2984.81,-381105.375
-2178.271,2967.49,-381105.375
-2180.671,2954.1,-381105.375
-2180.511,2937.6,-381105.375
-2184.661,2926.58,-381105.375
-2178.701,2903.12,-381105.375
-2186.511,2896.78,-381105.375
-2182.901,2876.49,-381105.375
-2182.371,2860.11,-381105.375
-2184.951,2847.6,-381105.375
-2183.001,2829.72,-381105.375
-2180.321,2811.1,-381105.375
-2183.351,2799.41,-381105.375
-2190.861,2793.05,-381105.375
-2186.011,2772.23,-381105.375
-2189.541,2761.31,-381105.375
-2183.861,2739.81,-381105.375
-2187.921,2729.68,-381105.375
-2190.621,2718.04,-381105.375
-2191.291,2704.15,-381105.375
-2191.241,2689.54,-381105.375
-2195.771,2680.17,-381105.375
-2186.271,2655.15,-381105.375
-2192.021,2647.3,-381105.375
-2187.011,2627.58,-381105.375
-2194.691,2621.96,-381105.375
-2193.581,2606.72,-381105.375
-2194.431,2593.72,-381105.375
-2197.951,2583.67,-381105.375
-2192.561,2564.1,-381105.375
-2192.541,2550.43,-381105.375
-2194.531,2538.96,-381105.375
-2189.581,2520.24,-381105.375
-2194.211,2511.69,-381105.375
-2193.961,2498.1,-381105.375
-2196.431,2487.39,-381105.375
-2198.851,2476.7,-381105.375
-2192.841,2457.42,-381105.375
-2197.261,2448.9,-381105.375
-2198.831,2437.53,-381105.375
-2201.061,2426.88,-381105.375
-2199.711,2412.69,-381105.375
-2199.001,2399.24,-381105.375
-2201.791,2389.33,-381105.375
-2200.981,2375.91,-381105.375
-2202.971,2365.31,-381105.375
-2201.331,2351.24,-381105.375
-2205.381,2342.75,-381105.375
-2203.621,2328.71,-381105.375
-2198.191,2311.25,-381105.375
-2201.381,2302.1,-381105.375
-2197.991,2286.78,-381105.375
-2202.551,2279.01,-381105.375
-2205.621,2269.88,-381105.375
-2202.801,2255.3,-381105.375
-2205.781,2246.18,-381105.375
-2202.841,2231.66,-381105.375
-2205.001,2221.88,-381105.375
-2203.421,2208.75,-381105.375
-2206.981,2200.33,-381105.375
-2204.561,2186.58,-381105.375
-2208.041,2178.17,-381105.375
-2201.771,2161.14,-381105.375
-2205.171,2152.75,-381105.375
-2210.041,2145.68,-381105.375
-2205.091,2130.06,-381105.375
-2206.871,2120.38,-381105.375
-2203.301,2106.14,-381105.375
-2205.751,2097.13,-381105.375
-2205.891,2086.18,-381105.375
-2212.091,2080.41,-381105.375
-2206.781,2064.98,-381105.375
-2205.251,2052.79,-381105.375
-2212.121,2047.65,-381105.375
-2215.901,2039.95,-381105.375
-2209.601,2023.99,-381105.375
-2202.461,2007.46,-381105.375
-2213.101,2005.46,-381105.375
-2209.731,1992.12,-381105.375
-2214.891,1985.69,-381105.375
-2220.041,1979.25,-381105.375
-2214.181,1964.11,-381105.375
-2207.471,1948.4,-381105.375
-2212.501,1941.98,-381105.375
-2212.781,1931.86,-381105.375
-2213.811,1922.37,-381105.375
-2212.421,1911.06,-381105.375
-2216.551,1904.02,-381105.375
-2215.081,1892.74,-381105.375
-2211.971,1880.28,-381105.375
-2215.211,1872.64,-381105.375
-2216.811,1863.81,-381105.375
-2212.761,1850.82,-381105.375
-2217.511,1844.38,-381105.375
-2217.401,1834.39,-381105.375
-2214.011,1822.07,-381105.375
-2211.381,1810.36,-381105.375
-2218.451,1805.68,-381105.375
-2214.121,1792.83,-381105.375
-2221.151,1788.13,-381105.375
-2219.991,1777.64,-381105.375
-2217.981,1766.59,-381105.375
-2218.381,1757.29,-381105.375
-2224.501,1751.97,-381105.375
-2223.201,1741.54,-381105.375
-2223.501,1732.25,-381105.375
-2224.601,1723.54,-381105.375
-2225.661,1714.83,-381105.375
-2216.731,1699.45,-381105.375
-2226.861,1696.88,-381105.375
-2225.331,1686.54,-381105.375
-2216.231,1671.28,-381105.375
-2215.441,1661.55,-381105.375
-2218.801,1654.56,-381105.375
-2218.781,1645.4,-381105.375
-2227.141,1641.65,-381105.375
-2229.591,1634.1,-381105.375
-2225.271,1622.26,-381105.375
-2228.501,1615.26,-381105.375
-2223.241,1602.95,-381105.375
-2222.171,1593.32,-381105.375
-2227.031,1587.38,-381105.375
-2225.041,1577.25,-381105.375
-2225.581,1568.7,-381105.375
-2226.941,1560.67,-381105.375
-2227.421,1552.14,-381105.375
-2226.151,1542.58,-381105.375
-2229.141,1535.6,-381105.375
-2224.361,1524.04,-381105.375
-2223.851,1515.05,-381105.375
-2226.751,1508.08,-381105.375
-2227.041,1499.61,-381105.375
-2225.571,1490.14,-381105.375
-2226.661,1482.19,-381105.375
-2229.471,1475.22,-381105.375
-2232.251,1468.25,-381105.375
-2230.651,1458.83,-381105.375
-2223.771,1446.53,-381105.375
-2228.221,1440.55,-381105.375
-2228.271,1432.15,-381105.375
-2227.401,1423.28,-381105.375
-2230.031,1416.33,-381105.375
-2228.231,1407.02,-381105.375
-2224.621,1396.78,-381105.375
-2231.591,1392.18,-381105.375
-2235.001,1385.69,-381105.375
-2228.641,1374.11,-381105.375
-2231.121,1367.18,-381105.375
-2230.901,1358.86,-381105.375
-2227.991,1349.2,-381105.375
-2226.821,1340.46,-381105.375
-2230.971,1334.44,-381105.375
-2233.331,1327.5,-381105.375
-2230.281,1317.91,-381105.375
-2230.791,1310.1,-381105.375
-2232.171,1302.74,-381105.375
-2233.521,1295.38,-381105.375
-2231.251,1286.28,-381105.375
-2234.361,1279.8,-381105.375
-2224.791,1267.31,-381105.375
-2232.371,1262.97,-381105.375
-2237.221,1257.32,-381105.375
-2232.991,1247.46,-381105.375
-2235.071,1240.55,-381105.375
-2232.591,1231.56,-381105.375
-2236.451,1225.48,-381105.375
-2235.731,1217.35,-381105.375
-2240.461,1211.66,-381105.375
-2232.381,1200.3,-381105.375
-2237.981,1195.01,-381105.375
-2236.241,1186.51,-381105.375
-2236.301,1178.82,-381105.375
-2241.851,1173.5,-381105.375
-2233.591,1162.29,-381105.375
-2233.571,1154.64,-381105.375
-2243.681,1151.23,-381105.375
-2239.921,1142.03,-381105.375
-2235.211,1132.47,-381105.375
-2244.351,1128.62,-381105.375
-2241.441,1119.85,-381105.375
-2235.711,1109.98,-381105.375
-2238.301,1103.48,-381105.375
-2240.881,1096.98,-381105.375
-2235.991,1087.55,-381105.375
-2242.241,1082.5,-381105.375
-2237.291,1073.11,-381105.375
-2240.711,1066.97,-381105.375
-2237.571,1058.33,-381105.375
-2240.951,1052.18,-381105.375
-2241.501,1044.97,-381105.375
-2236.401,1035.7,-381105.375
-2236.901,1028.51,-381105.375
-2241.131,1022.69,-381105.375
-2247.241,1017.52,-381105.375
-2249.571,1010.99,-381105.375
-2240.551,1000.48,-381105.375
-2245.661,994.95,-381105.375
-2241.301,986.14,-381105.375
-2242.591,979.31,-381105.375
-2241.961,971.83,-381105.375
-2240.361,964.04,-381105.375
-2246.331,958.79,-381105.375
-2243.731,950.7,-381105.375
-2246.811,944.49,-381105.375
-2248.931,937.96,-381105.375
-2249.121,930.81,-381105.375
-2242.611,921.57,-381105.375
-2240.831,913.86,-381105.375
-2239.991,906.46,-381105.375
-2244.861,900.83,-381105.375
-2252.591,896.04,-381105.375
-2246.901,887.2,-381105.375
-2245.971,879.82,-381105.375
-2243.101,871.88,-381105.375
-2251.721,867.31,-381105.375
-2244.001,858.01,-381105.375
-2244.901,851.22,-381105.375
-2246.741,844.69,-381105.375
-2248.561,838.16,-381105.375
-2247.471,830.83,-381105.375
-2248.291,824.04,-381105.375
-2244.261,815.95,-381105.375
-2243.091,808.66,-381105.375
-2246.751,802.65,-381105.375
-2246.511,795.62,-381105.375
